League,Degree,whyplay,Age,GAD_T
Gold,High School,improving,28,5
Diamond,None,winning,18,7
Gold,Master,having fun,20,0
Platinum,High School,improving,24,15
Silver,None,improving,18,13
Gold,Bachelor,winning,27,1
Platinum,High School,winning,21,6
Platinum,High School,improving,19,13
Silver,Bachelor,winning,18,11
Silver,High School,having fun,18,4
Silver,High School,improving,22,7
Platinum,High School,improving,22,4
Gold,High School,improving,20,3
Silver,None,winning,18,0
Platinum,High School,having fun,19,0
Gold,High School,improving,21,6
Platinum,High School,having fun,28,7
Gold,High School,having fun,18,1
Gold,Bachelor,having fun,20,7
Gold,High School,having fun,19,0
Platinum,High School,relaxing,18,3
Silver,Bachelor,improving,22,4
Gold,None,having fun,18,3
Gold,Bachelor,winning,19,8
Gold,Bachelor,winning,26,10
Silver,High School,winning,32,17
Platinum,Bachelor,improving,25,4
Gold,High School,winning,18,13
Gold,High School,having fun,22,8
Silver,Bachelor,winning,20,5
Bronze,High School,having fun,22,2
Silver,High School,having fun,18,3
Gold,High School,having fun,20,3
Silver,High School,relaxing,21,7
Diamond,Master,having fun,25,3
Diamond,Bachelor,improving,20,6
Platinum,High School,improving,20,3
Platinum,High School,having fun,21,10
Platinum,High School,having fun,22,3
Unranked,None,having fun,18,9
Platinum,High School,winning,20,7
Unranked,Bachelor,having fun,24,2
Diamond,High School,winning,22,11
Gold,High School,improving,19,7
Gold,High School,winning,20,7
Gold,High School,improving,20,2
Unranked,High School,having fun,19,7
Platinum,High School,improving,19,10
Unranked,High School,improving,20,1
Platinum,High School,improving,20,6
Gold,High School,winning,19,3
Platinum,None,improving,18,3
Gold,High School,improving,18,12
Platinum,Bachelor,having fun,26,6
Diamond,None,winning,18,14
Platinum,High School,having fun,19,2
Bronze,High School,having fun,23,17
Platinum,High School,winning,18,5
Platinum,High School,having fun,19,5
Gold,Bachelor,improving,24,1
Unranked,None,having fun,18,21
Platinum,High School,improving,20,12
Diamond,High School,having fun,19,0
Silver,Bachelor,relaxing,23,3
Platinum,Master,winning,27,4
Diamond,High School,improving,21,15
Platinum,High School,improving,19,15
Gold,High School,relaxing,20,3
Gold,High School,winning,18,0
Platinum,High School,improving,18,7
Gold,Bachelor,relaxing,22,4
Platinum,Master,improving,21,1
Gold,None,improving,18,2
Platinum,Bachelor,having fun,21,12
Platinum,High School,improving,20,2
Diamond,High School,improving,20,5
Gold,High School,winning,20,14
Silver,Bachelor,improving,19,2
Platinum,Bachelor,winning,25,1
Diamond,High School,winning,19,6
Gold,Bachelor,winning,27,1
Silver,None,improving,18,6
Silver,High School,having fun,18,13
Gold,High School,having fun,20,0
Diamond,High School,winning,22,6
Silver,High School,improving,19,14
Gold,High School,winning,18,12
Silver,High School,improving,19,3
Gold,High School,improving,19,5
Diamond,High School,winning,20,1
Diamond,High School,improving,18,7
Diamond,None,relaxing,18,16
Diamond,High School,relaxing,18,6
Diamond,High School,improving,18,6
Gold,High School,improving,22,2
Gold,Bachelor,improving,19,0
Unranked,None,improving,18,14
Platinum,High School,having fun,19,8
Platinum,Bachelor,improving,23,1
Platinum,High School,improving,18,4
Diamond,High School,having fun,19,17
Diamond,High School,winning,18,4
Platinum,None,improving,18,7
Silver,High School,having fun,20,10
Diamond,Bachelor,winning,26,0
Silver,None,having fun,18,7
Platinum,High School,improving,21,8
Silver,High School,improving,19,1
Platinum,High School,improving,19,3
Silver,High School,winning,20,1
Gold,None,winning,18,12
Silver,High School,having fun,19,10
Platinum,High School,having fun,22,1
Platinum,High School,relaxing,18,11
Silver,High School,improving,23,9
Diamond,None,having fun,18,8
Unranked,High School,winning,18,10
Gold,Bachelor,having fun,28,2
Silver,High School,having fun,24,6
Gold,High School,winning,20,3
Gold,High School,improving,21,1
Gold,High School,having fun,20,4
Gold,High School,winning,23,11
Silver,High School,having fun,23,0
Diamond,Doctor,relaxing,39,13
Gold,High School,winning,18,0
Silver,High School,improving,24,3
Platinum,High School,winning,23,10
Platinum,High School,improving,21,1
Gold,High School,winning,21,9
Silver,High School,having fun,18,3
Silver,High School,improving,19,3
Bronze,High School,having fun,18,0
Silver,High School,improving,18,9
Gold,High School,having fun,18,0
Platinum,High School,having fun,21,4
Silver,High School,having fun,24,7
Unranked,High School,having fun,26,16
Gold,Bachelor,improving,25,5
Diamond,Bachelor,winning,21,1
Gold,High School,having fun,19,3
Silver,High School,improving,18,1
Gold,Master,having fun,21,15
Diamond,High School,improving,19,1
Gold,High School,improving,18,2
Gold,High School,having fun,20,1
Platinum,High School,improving,20,5
Silver,High School,improving,18,6
Platinum,None,winning,18,3
Bronze,High School,improving,18,4
Silver,High School,having fun,20,17
Silver,High School,improving,18,2
Platinum,None,improving,18,1
Diamond,High School,improving,21,4
Platinum,High School,improving,22,7
Gold,High School,winning,21,2
Gold,None,improving,18,8
Gold,High School,having fun,22,1
Gold,High School,having fun,19,3
Platinum,High School,winning,19,7
Gold,High School,having fun,19,0
Platinum,Bachelor,winning,21,1
Gold,None,improving,18,16
Silver,Bachelor,having fun,24,3
Silver,High School,relaxing,20,4
Platinum,High School,improving,19,0
Unranked,Bachelor,having fun,22,8
Diamond,None,improving,18,5
Bronze,High School,having fun,19,12
Silver,Master,improving,23,0
Platinum,High School,having fun,18,4
Silver,Doctor,improving,26,15
Silver,High School,winning,19,5
Diamond,Master,improving,18,6
Platinum,High School,winning,19,14
Gold,None,improving,22,14
Platinum,Bachelor,improving,19,3
Diamond,Bachelor,relaxing,20,4
Diamond,High School,having fun,20,3
Diamond,High School,winning,23,2
Gold,High School,having fun,26,5
Platinum,High School,improving,18,9
Bronze,High School,having fun,24,0
Platinum,High School,winning,19,7
Gold,High School,winning,18,9
Gold,Bachelor,having fun,24,4
Silver,Bachelor,having fun,24,18
Gold,High School,relaxing,18,12
Silver,High School,having fun,19,1
Gold,Bachelor,improving,22,8
Platinum,None,improving,18,11
Gold,Doctor,winning,22,4
Platinum,High School,winning,19,1
Silver,High School,having fun,21,11
Platinum,High School,improving,19,3
Gold,High School,improving,19,5
Silver,Bachelor,winning,24,4
Gold,High School,improving,18,6
Gold,High School,improving,18,0
Silver,None,having fun,18,2
Silver,High School,having fun,20,11
Gold,High School,having fun,22,2
Silver,High School,having fun,18,1
Silver,High School,having fun,19,1
Gold,Doctor,improving,22,2
Gold,High School,winning,19,6
Diamond,High School,improving,19,16
Silver,Bachelor,winning,27,2
Platinum,None,improving,25,0
Diamond,High School,having fun,21,10
Platinum,High School,having fun,18,5
Bronze,Bachelor,winning,31,3
Silver,High School,having fun,20,5
Gold,High School,improving,22,6
Platinum,High School,having fun,18,3
Platinum,High School,improving,18,8
Gold,Bachelor,improving,21,3
Silver,High School,having fun,18,13
Gold,Bachelor,winning,25,3
Diamond,High School,having fun,18,9
Gold,Bachelor,relaxing,39,5
Gold,Bachelor,having fun,26,4
Silver,High School,improving,18,4
Gold,Bachelor,winning,26,6
Silver,Bachelor,improving,28,8
Bronze,Bachelor,winning,23,10
Bronze,High School,improving,25,0
Platinum,High School,relaxing,18,3
Gold,High School,improving,18,1
Silver,Bachelor,improving,21,14
Diamond,High School,having fun,21,0
Platinum,High School,having fun,20,15
Diamond,Bachelor,improving,19,9
Platinum,High School,relaxing,20,0
Bronze,High School,having fun,25,3
Bronze,None,winning,18,4
Silver,Bachelor,having fun,20,13
Platinum,None,improving,20,12
Silver,High School,having fun,28,1
Platinum,High School,having fun,20,2
Gold,None,winning,18,0
Diamond,High School,winning,20,6
Diamond,High School,having fun,21,4
Silver,Bachelor,having fun,21,5
Gold,Bachelor,having fun,22,8
Gold,High School,winning,21,2
Gold,High School,having fun,20,5
Silver,High School,having fun,19,6
Platinum,High School,improving,18,1
Diamond,High School,winning,28,21
Bronze,None,improving,18,4
Gold,High School,having fun,22,16
Gold,Bachelor,having fun,26,5
Bronze,High School,having fun,20,13
Silver,None,having fun,19,3
Bronze,Bachelor,having fun,22,10
Bronze,Bachelor,having fun,21,11
Platinum,High School,winning,18,2
Diamond,High School,improving,18,0
Bronze,High School,improving,20,1
Diamond,High School,having fun,19,1
Silver,High School,improving,18,13
Diamond,High School,improving,19,4
Silver,High School,improving,19,3
Silver,High School,having fun,20,3
Diamond,High School,having fun,19,0
Gold,Bachelor,having fun,26,9
Silver,None,winning,18,8
Platinum,Bachelor,having fun,21,3
Silver,Master,improving,23,6
Diamond,Bachelor,having fun,25,4
Gold,Master,having fun,22,2
Diamond,High School,having fun,18,1
Diamond,High School,improving,18,5
Silver,High School,relaxing,30,5
Silver,Doctor,having fun,24,18
Diamond,High School,improving,18,7
Platinum,Bachelor,improving,24,2
Diamond,High School,having fun,19,6
Platinum,High School,improving,19,11
Silver,Bachelor,improving,23,5
Platinum,High School,winning,22,6
Silver,Bachelor,improving,27,7
Gold,High School,having fun,21,2
Silver,None,having fun,18,1
Silver,High School,having fun,25,1
Gold,High School,improving,21,4
Gold,High School,having fun,24,2
Gold,Bachelor,relaxing,21,9
Silver,High School,improving,18,20
Gold,High School,improving,22,5
Silver,High School,improving,18,13
Gold,High School,having fun,18,11
Diamond,High School,having fun,19,12
Platinum,High School,winning,21,11
Gold,High School,having fun,18,5
Platinum,High School,having fun,18,4
Platinum,High School,improving,26,6
Gold,High School,having fun,18,7
Platinum,High School,improving,18,4
Silver,Bachelor,having fun,20,10
Gold,Master,improving,27,0
Diamond,High School,improving,23,5
Gold,High School,having fun,20,2
Silver,High School,having fun,21,3
Unranked,High School,having fun,19,3
Bronze,High School,improving,19,8
Gold,High School,having fun,18,0
Gold,Bachelor,winning,22,14
Bronze,High School,improving,18,3
Gold,High School,having fun,18,5
Gold,High School,having fun,19,6
Platinum,Master,relaxing,27,3
Gold,High School,improving,20,0
Platinum,High School,winning,20,12
Gold,High School,improving,21,11
Gold,High School,having fun,18,1
Gold,High School,having fun,20,2
Silver,Bachelor,improving,18,13
Diamond,Bachelor,having fun,20,2
Gold,High School,having fun,18,1
Silver,High School,improving,25,2
Gold,High School,having fun,24,13
Gold,Doctor,having fun,29,2
Gold,High School,having fun,18,6
Platinum,High School,improving,18,2
Diamond,High School,having fun,20,7
Bronze,High School,improving,23,3
Gold,Bachelor,having fun,24,5
Gold,High School,having fun,24,5
Gold,None,improving,18,0
Silver,Master,improving,23,9
Diamond,Bachelor,improving,23,3
Silver,Bachelor,improving,21,1
Platinum,Bachelor,having fun,22,4
Gold,High School,having fun,18,1
Platinum,High School,having fun,18,10
Gold,High School,improving,18,7
Gold,High School,improving,18,13
Gold,High School,having fun,18,1
Diamond,Bachelor,having fun,18,3
Gold,High School,winning,18,2
Gold,None,improving,18,0
Silver,None,improving,18,0
Gold,High School,improving,18,0
Gold,Bachelor,relaxing,23,21
Diamond,High School,having fun,24,2
Silver,High School,improving,18,9
Silver,None,winning,18,5
Gold,High School,improving,19,9
Diamond,Bachelor,winning,22,13
Platinum,High School,having fun,19,1
Gold,High School,improving,18,6
Platinum,High School,improving,22,10
Diamond,High School,improving,19,5
Diamond,Bachelor,improving,24,3
Diamond,High School,winning,22,0
Silver,High School,improving,21,2
Bronze,None,improving,18,0
Silver,High School,having fun,20,1
Diamond,High School,winning,22,8
Gold,Bachelor,having fun,26,4
Silver,High School,having fun,18,11
Unranked,None,having fun,18,11
Gold,Master,having fun,26,3
Gold,None,having fun,18,8
Silver,High School,improving,18,1
Platinum,High School,having fun,19,2
Silver,High School,having fun,25,2
Gold,High School,improving,20,0
Platinum,None,having fun,18,9
Platinum,Bachelor,improving,21,1
Unranked,Bachelor,having fun,23,11
Bronze,High School,relaxing,19,15
Unranked,None,having fun,18,1
Silver,High School,improving,18,0
Silver,High School,having fun,22,6
Gold,High School,having fun,21,13
Gold,High School,improving,20,3
Gold,High School,having fun,21,1
Gold,High School,having fun,20,13
Platinum,High School,improving,20,9
Gold,High School,having fun,19,4
Silver,High School,improving,19,11
Silver,High School,improving,19,7
Silver,High School,having fun,22,1
Silver,High School,improving,20,11
Platinum,High School,improving,18,7
Silver,High School,improving,19,7
Platinum,Bachelor,winning,23,6
Silver,High School,winning,21,10
Silver,Bachelor,improving,25,2
Platinum,High School,winning,19,12
Platinum,Bachelor,winning,23,1
Gold,High School,winning,19,2
Platinum,Bachelor,having fun,21,4
Platinum,Master,winning,22,6
Bronze,High School,having fun,20,2
Gold,High School,winning,21,8
Platinum,None,having fun,19,4
Silver,High School,improving,21,5
Platinum,High School,having fun,20,3
Silver,High School,having fun,20,6
Silver,High School,improving,19,2
Bronze,High School,improving,27,3
Gold,Bachelor,having fun,24,7
Silver,Master,having fun,25,10
Gold,High School,improving,18,6
Gold,High School,relaxing,19,12
Gold,High School,improving,20,1
Silver,High School,having fun,21,9
Unranked,High School,having fun,21,0
Platinum,High School,having fun,19,5
Silver,Master,having fun,23,20
Diamond,High School,relaxing,20,10
Diamond,High School,improving,21,12
Silver,High School,improving,19,6
Silver,Bachelor,having fun,22,11
Gold,Bachelor,improving,18,9
Gold,High School,improving,27,4
Gold,High School,having fun,18,4
Platinum,High School,having fun,22,5
Platinum,Bachelor,having fun,23,1
Platinum,High School,improving,19,11
Gold,Master,having fun,18,3
Platinum,High School,improving,19,2
Bronze,High School,improving,20,6
Diamond,Bachelor,having fun,19,3
Diamond,High School,winning,18,2
Gold,High School,relaxing,23,6
Silver,High School,relaxing,21,4
Platinum,High School,winning,19,10
Gold,High School,improving,20,4
Silver,High School,having fun,21,0
Bronze,Bachelor,having fun,22,3
Silver,Bachelor,having fun,23,2
Silver,High School,improving,20,11
Platinum,High School,improving,21,18
Platinum,High School,winning,19,8
Gold,High School,having fun,22,2
Gold,High School,improving,18,9
Gold,High School,improving,18,6
Silver,High School,having fun,21,4
Gold,Master,having fun,23,7
Diamond,Bachelor,improving,23,2
Gold,None,having fun,22,5
Platinum,None,improving,18,5
Unranked,High School,improving,26,8
Diamond,Bachelor,having fun,26,4
Diamond,High School,having fun,21,2
Gold,High School,winning,19,5
Silver,None,having fun,18,15
Platinum,High School,having fun,22,3
Platinum,High School,improving,19,4
Gold,High School,winning,19,0
Platinum,None,having fun,19,2
Gold,High School,winning,20,7
Platinum,High School,having fun,19,1
Platinum,High School,having fun,18,1
Gold,High School,having fun,19,2
Diamond,High School,improving,19,1
Gold,High School,winning,20,1
Silver,None,having fun,18,7
Diamond,High School,winning,19,9
Gold,High School,having fun,24,8
Platinum,Bachelor,improving,23,2
Gold,High School,improving,21,1
Silver,High School,improving,19,3
Bronze,Bachelor,having fun,25,3
Gold,None,improving,19,3
Diamond,None,relaxing,25,5
Silver,High School,improving,23,4
