,0,1,2
5752,improving,High School,Bronze
5753,improving,High School,Gold
5754,Diamond,High School,winning
5755,having fun,High School,Silver
5756,Diamond,High School,improving
5757,Master,having fun,Gold
5758,Unranked,having fun,Bachelor
5759,having fun,High School,Silver
5760,improving,Bachelor,Silver
5761,improving,High School,Gold
5762,Diamond,having fun,High School
5763,Platinum,High School,relaxing
5764,Platinum,High School,improving
5765,Diamond,High School,improving
5766,Diamond,None,improving
5767,winning,None,Gold
5768,Platinum,High School,improving
5769,Diamond,High School,winning
5770,Unranked,High School,improving
5771,improving,Bachelor,Gold
5772,High School,Silver,winning
5773,Platinum,having fun,High School
5774,winning,High School,Gold
5775,having fun,High School,Gold
5776,improving,None,Gold
5777,Bachelor,Silver,winning
5778,High School,Silver,relaxing
5779,having fun,High School,Gold
5780,improving,High School,Gold
5781,High School,Silver,winning
5782,High School,Silver,winning
5783,Diamond,None,winning
5784,improving,High School,Gold
5785,Diamond,Bachelor,winning
5786,Platinum,Bachelor,improving
5787,Platinum,having fun,High School
5788,Diamond,Master,relaxing
5789,Platinum,High School,improving
5790,Diamond,High School,improving
5791,Diamond,High School,winning
5792,improving,High School,Silver
5793,having fun,High School,Silver
5794,improving,High School,Gold
5795,improving,High School,Gold
5796,Diamond,High School,improving
5797,Platinum,None,improving
5798,having fun,High School,Silver
5799,relaxing,High School,Gold
5800,having fun,High School,Gold
5801,having fun,Bachelor,Gold
5802,improving,High School,Silver
5803,having fun,High School,Silver
5804,Platinum,High School,improving
5805,Diamond,having fun,High School
5806,improving,High School,Silver
5807,having fun,High School,Gold
5808,Platinum,High School,improving
5809,Diamond,having fun,High School
5810,Diamond,None,improving
5811,winning,Bachelor,Gold
5812,Platinum,having fun,High School
5813,Diamond,High School,improving
5814,Diamond,High School,winning
5815,improving,Bachelor,Bronze
5816,Platinum,High School,improving
5817,Unranked,High School,improving
5818,improving,High School,Gold
5819,having fun,High School,Silver
5820,Bachelor,Silver,winning
5821,Platinum,Master,winning
5822,having fun,Bachelor,Silver
5823,High School,Silver,relaxing
5824,improving,High School,Gold
5825,Diamond,High School,improving
5826,Diamond,High School,improving
5827,having fun,High School,Gold
5828,Master,Silver,improving
5829,improving,High School,Bronze
5830,improving,High School,Silver
5831,having fun,High School,Gold
5832,Diamond,High School,improving
5833,relaxing,High School,Gold
5834,Diamond,High School,improving
5835,Diamond,High School,improving
5836,Platinum,High School,improving
5837,relaxing,Bachelor,Gold
5838,having fun,None,Silver
5839,Platinum,High School,improving
5840,Platinum,None,improving
5841,Platinum,High School,improving
5842,Unranked,High School,improving
5843,Platinum,High School,winning
5844,Diamond,High School,winning
5845,improving,High School,Gold
5846,Platinum,High School,improving
5847,having fun,Bachelor,Silver
5848,improving,High School,Silver
5849,improving,High School,Silver
5850,improving,Bachelor,Silver
5851,Diamond,having fun,High School
5852,having fun,High School,Gold
5853,improving,Bronze,None
5854,having fun,High School,Gold
5855,Platinum,High School,improving
5856,Platinum,High School,improving
5857,improving,Doctor,Silver
5858,improving,High School,Silver
5859,winning,High School,Gold
5860,Platinum,High School,winning
5861,Platinum,High School,winning
5862,winning,Doctor,Gold
5863,having fun,Doctor,Silver
5864,Unranked,High School,improving
5865,having fun,None,Silver
5866,Platinum,High School,improving
5867,relaxing,High School,Gold
5868,having fun,High School,Silver
5869,Diamond,having fun,High School
5870,having fun,High School,Bronze
5871,having fun,High School,Bronze
5872,improving,High School,Gold
5873,Diamond,High School,improving
5874,High School,Silver,winning
5875,having fun,High School,Gold
5876,Platinum,having fun,Bachelor
5877,having fun,High School,Gold
5878,improving,Bachelor,Gold
5879,Diamond,None,improving
5880,Platinum,having fun,High School
5881,having fun,High School,Silver
5882,Platinum,High School,improving
5883,Diamond,Bachelor,improving
5884,having fun,High School,Bronze
5885,Platinum,High School,improving
5886,Diamond,High School,winning
5887,Platinum,Bachelor,improving
5888,Master,having fun,Gold
5889,Diamond,None,improving
5890,having fun,High School,Gold
5891,Platinum,having fun,High School
5892,winning,High School,Gold
5893,Diamond,having fun,High School
5894,improving,High School,Gold
5895,winning,None,Gold
5896,improving,High School,Gold
5897,improving,None,Silver
5898,having fun,High School,Silver
5899,Diamond,High School,improving
5900,Platinum,having fun,Bachelor
5901,Platinum,having fun,High School
5902,Unranked,High School,improving
5903,Diamond,None,winning
5904,Unranked,having fun,High School
5905,having fun,Bachelor,Bronze
5906,winning,High School,Gold
5907,Unranked,High School,improving
5908,improving,High School,Silver
5909,Platinum,Bachelor,improving
5910,Master,having fun,Gold
5911,Platinum,having fun,Bachelor
5912,improving,High School,Silver
5913,improving,None,Gold
5914,having fun,None,Gold
5915,Diamond,High School,winning
5916,High School,Silver,winning
5917,Diamond,High School,improving
5918,Platinum,High School,improving
5919,winning,High School,Gold
5920,having fun,High School,Silver
5921,Diamond,None,winning
5922,Platinum,High School,improving
5923,having fun,Bachelor,Bronze
5924,improving,Bachelor,Gold
5925,having fun,High School,Silver
5926,improving,High School,Silver
5927,Platinum,having fun,High School
5928,Diamond,Bachelor,improving
5929,Platinum,None,improving
5930,improving,High School,Gold
5931,Diamond,None,winning
5932,Master,having fun,Gold
5933,Platinum,High School,improving
5934,improving,None,Silver
5935,winning,Bachelor,Gold
5936,Platinum,High School,winning
5937,Platinum,High School,improving
5938,Bachelor,Silver,winning
5939,having fun,High School,Silver
5940,improving,High School,Silver
5941,Platinum,High School,improving
5942,improving,High School,Gold
5943,None,Silver,winning
5944,Platinum,having fun,High School
5945,improving,High School,Gold
5946,Platinum,having fun,High School
5947,having fun,High School,Gold
5948,having fun,Bachelor,Gold
5949,having fun,High School,Gold
5950,Platinum,High School,relaxing
5951,improving,Bachelor,Silver
5952,having fun,None,Gold
5953,winning,Bachelor,Gold
5954,winning,Bachelor,Gold
5955,High School,Silver,winning
5956,Platinum,Bachelor,improving
5957,winning,High School,Gold
5958,having fun,High School,Gold
5959,Bachelor,Silver,winning
5960,having fun,High School,Bronze
5961,having fun,High School,Silver
5962,having fun,High School,Gold
5963,High School,Silver,relaxing
5964,Diamond,having fun,Master
5965,Diamond,Bachelor,improving
5966,Platinum,High School,improving
5967,Platinum,having fun,High School
5968,Platinum,having fun,High School
5969,Unranked,having fun,None
5970,Platinum,High School,winning
5971,Unranked,having fun,Bachelor
5972,Diamond,High School,winning
5973,improving,High School,Gold
5974,winning,High School,Gold
5975,improving,High School,Gold
5976,Unranked,having fun,High School
5977,Platinum,High School,improving
5978,Unranked,High School,improving
5979,Platinum,High School,improving
5980,winning,High School,Gold
5981,Platinum,None,improving
5982,improving,High School,Gold
5983,Platinum,having fun,Bachelor
5984,Diamond,None,winning
5985,Platinum,having fun,High School
5986,having fun,High School,Bronze
5987,Platinum,High School,winning
5988,Platinum,having fun,High School
5989,improving,Bachelor,Gold
5990,Unranked,having fun,None
5991,Platinum,High School,improving
5992,Diamond,having fun,High School
5993,Bachelor,Silver,relaxing
5994,Platinum,Master,winning
5995,Diamond,High School,improving
5996,Platinum,High School,improving
5997,relaxing,High School,Gold
5998,winning,High School,Gold
5999,Platinum,High School,improving
6000,relaxing,Bachelor,Gold
6001,Platinum,Master,improving
6002,improving,None,Gold
6003,Platinum,having fun,Bachelor
6004,Platinum,High School,improving
6005,Diamond,High School,improving
6006,winning,High School,Gold
6007,improving,Bachelor,Silver
6008,Platinum,Bachelor,winning
6009,Diamond,High School,winning
6010,winning,Bachelor,Gold
6011,improving,None,Silver
6012,having fun,High School,Silver
6013,having fun,High School,Gold
6014,Diamond,High School,winning
6015,improving,High School,Silver
6016,winning,High School,Gold
6017,improving,High School,Silver
6018,improving,High School,Gold
6019,Diamond,High School,winning
6020,Diamond,High School,improving
6021,Diamond,None,relaxing
6022,Diamond,High School,relaxing
6023,Diamond,High School,improving
6024,improving,High School,Gold
6025,improving,Bachelor,Gold
6026,Unranked,None,improving
6027,Platinum,having fun,High School
6028,Platinum,Bachelor,improving
6029,Platinum,High School,improving
6030,Diamond,having fun,High School
6031,Diamond,High School,winning
6032,Platinum,None,improving
6033,having fun,High School,Silver
6034,Diamond,Bachelor,winning
6035,having fun,None,Silver
6036,Platinum,High School,improving
6037,improving,High School,Silver
6038,Platinum,High School,improving
6039,High School,Silver,winning
6040,winning,None,Gold
6041,having fun,High School,Silver
6042,Platinum,having fun,High School
6043,Platinum,High School,relaxing
6044,improving,High School,Silver
6045,Diamond,having fun,None
6046,Unranked,High School,winning
6047,having fun,Bachelor,Gold
6048,having fun,High School,Silver
6049,winning,High School,Gold
6050,improving,High School,Gold
6051,having fun,High School,Gold
6052,winning,High School,Gold
6053,having fun,High School,Silver
6054,Diamond,Doctor,relaxing
6055,winning,High School,Gold
6056,improving,High School,Silver
6057,Platinum,High School,winning
6058,Platinum,High School,improving
6059,winning,High School,Gold
6060,having fun,High School,Silver
6061,improving,High School,Silver
6062,having fun,High School,Bronze
6063,improving,High School,Silver
6064,having fun,High School,Gold
6065,Platinum,having fun,High School
6066,having fun,High School,Silver
6067,Unranked,having fun,High School
6068,improving,Bachelor,Gold
6069,Diamond,Bachelor,winning
6070,having fun,High School,Gold
6071,improving,High School,Silver
6072,Master,having fun,Gold
6073,Diamond,High School,improving
6074,improving,High School,Gold
6075,having fun,High School,Gold
6076,Platinum,High School,improving
6077,improving,High School,Silver
6078,Platinum,None,winning
6079,improving,High School,Bronze
6080,having fun,High School,Silver
6081,improving,High School,Silver
6082,Platinum,None,improving
6083,Diamond,High School,improving
6084,Platinum,High School,improving
6085,winning,High School,Gold
6086,improving,None,Gold
6087,having fun,High School,Gold
6088,having fun,High School,Gold
6089,Platinum,High School,winning
6090,having fun,High School,Gold
6091,Platinum,Bachelor,winning
6092,improving,None,Gold
6093,having fun,Bachelor,Silver
6094,High School,Silver,relaxing
6095,Platinum,High School,improving
6096,Unranked,having fun,Bachelor
6097,Diamond,None,improving
6098,having fun,High School,Bronze
6099,Master,Silver,improving
6100,Platinum,having fun,High School
6101,improving,Doctor,Silver
6102,High School,Silver,winning
6103,Diamond,Master,improving
6104,Platinum,High School,winning
6105,improving,None,Gold
6106,Platinum,Bachelor,improving
6107,Diamond,Bachelor,relaxing
6108,Diamond,having fun,High School
6109,Diamond,High School,winning
6110,having fun,High School,Gold
6111,Platinum,High School,improving
6112,having fun,High School,Bronze
6113,Platinum,High School,winning
6114,winning,High School,Gold
6115,having fun,Bachelor,Gold
6116,having fun,Bachelor,Silver
6117,relaxing,High School,Gold
6118,having fun,High School,Silver
6119,improving,Bachelor,Gold
6120,Platinum,None,improving
6121,winning,Doctor,Gold
6122,Platinum,High School,winning
6123,having fun,High School,Silver
6124,Platinum,High School,improving
6125,improving,High School,Gold
6126,Bachelor,Silver,winning
6127,improving,High School,Gold
6128,improving,High School,Gold
6129,having fun,None,Silver
6130,having fun,High School,Silver
6131,having fun,High School,Gold
6132,having fun,High School,Silver
6133,having fun,High School,Silver
6134,improving,Doctor,Gold
6135,winning,High School,Gold
6136,Diamond,High School,improving
6137,Bachelor,Silver,winning
6138,Platinum,None,improving
6139,Diamond,having fun,High School
6140,Platinum,having fun,High School
6141,Bachelor,Bronze,winning
6142,having fun,High School,Silver
6143,improving,High School,Gold
6144,Platinum,having fun,High School
6145,Platinum,High School,improving
6146,improving,Bachelor,Gold
6147,having fun,High School,Silver
6148,winning,Bachelor,Gold
6149,Diamond,having fun,High School
6150,relaxing,Bachelor,Gold
6151,having fun,Bachelor,Gold
6152,improving,High School,Silver
6153,winning,Bachelor,Gold
6154,improving,Bachelor,Silver
6155,Bachelor,Bronze,winning
6156,improving,High School,Bronze
6157,Platinum,High School,relaxing
6158,improving,High School,Gold
6159,improving,Bachelor,Silver
6160,Diamond,having fun,High School
6161,Platinum,having fun,High School
6162,Diamond,Bachelor,improving
6163,Platinum,High School,relaxing
6164,having fun,High School,Bronze
6165,Bronze,None,winning
6166,having fun,Bachelor,Silver
6167,Platinum,None,improving
6168,having fun,High School,Silver
6169,Platinum,having fun,High School
6170,winning,None,Gold
