League,Degree,Age,GAD_T
Gold,High School,22,4
Unranked,High School,21,5
Silver,Bachelor,31,1
Gold,Master,19,0
Gold,High School,19,4
Silver,Bachelor,26,5
Platinum,None,18,5
Platinum,High School,18,8
Platinum,Bachelor,25,1
Silver,High School,23,6
Gold,None,18,3
Silver,High School,19,4
Silver,None,18,2
Gold,Bachelor,22,1
Bronze,High School,20,4
Silver,High School,19,11
Platinum,High School,22,2
Silver,High School,18,4
Silver,Bachelor,24,2
Silver,Bachelor,30,4
Gold,High School,18,9
Gold,High School,18,6
Bronze,High School,20,19
Platinum,High School,22,4
Platinum,Master,26,4
Gold,Doctor,27,4
Gold,High School,22,17
Diamond,High School,19,6
Silver,High School,20,9
Gold,High School,20,7
Gold,High School,18,1
Gold,High School,19,9
Bronze,Master,21,3
Bronze,High School,19,4
Gold,High School,20,9
Diamond,High School,21,0
Silver,High School,23,3
Diamond,High School,18,5
Gold,Master,30,10
Unranked,Bachelor,23,0
Silver,High School,18,2
Silver,Bachelor,22,14
Gold,High School,18,3
Diamond,High School,22,2
Platinum,High School,18,1
Platinum,High School,19,7
Diamond,High School,19,1
Diamond,None,18,2
Gold,None,20,11
Platinum,High School,19,10
Diamond,High School,19,5
Unranked,High School,20,2
Gold,Bachelor,22,4
Silver,High School,22,1
Platinum,High School,19,4
Gold,High School,18,7
Gold,High School,18,4
Gold,None,18,6
Silver,Bachelor,22,6
Silver,High School,18,1
Gold,High School,23,17
Gold,High School,20,3
Silver,High School,22,7
Silver,High School,18,3
Diamond,None,18,9
Gold,High School,21,4
Diamond,Bachelor,19,2
Platinum,Bachelor,28,4
Platinum,High School,18,8
Diamond,Master,21,5
Platinum,High School,20,3
Diamond,High School,19,2
Diamond,High School,18,7
Silver,High School,22,1
Silver,High School,21,8
Gold,High School,21,14
Gold,High School,18,1
Diamond,High School,19,2
Platinum,None,18,13
Silver,High School,20,17
Gold,High School,21,0
Gold,High School,21,18
Gold,Bachelor,23,5
Silver,High School,22,12
Silver,High School,22,5
Platinum,High School,19,5
Diamond,High School,24,5
Silver,High School,18,2
Gold,High School,20,9
Platinum,High School,18,0
Diamond,High School,25,0
Diamond,None,18,1
Gold,Bachelor,22,9
Platinum,High School,25,0
Diamond,High School,21,16
Diamond,High School,19,5
Bronze,Bachelor,24,8
Platinum,High School,20,7
Unranked,High School,21,4
Gold,High School,18,6
Silver,High School,26,12
Silver,Bachelor,19,2
Platinum,Master,25,2
Silver,Bachelor,22,10
Silver,High School,19,2
Gold,High School,18,1
Diamond,High School,18,3
Diamond,High School,21,10
Gold,High School,20,0
Silver,Master,27,5
Bronze,High School,24,2
Silver,High School,21,3
Gold,High School,22,1
Diamond,High School,20,11
Gold,High School,19,13
Diamond,High School,21,0
Diamond,High School,18,4
Platinum,High School,19,0
Gold,Bachelor,31,3
Silver,None,18,4
Platinum,High School,19,0
Platinum,None,18,2
Platinum,High School,18,9
Unranked,High School,21,13
Platinum,High School,19,16
Diamond,High School,19,7
Gold,High School,19,0
Platinum,High School,18,6
Silver,Bachelor,24,14
Silver,High School,18,4
Silver,High School,20,16
Silver,Bachelor,23,2
Diamond,High School,18,1
Gold,High School,22,0
Bronze,None,18,7
Gold,High School,26,1
Platinum,High School,19,4
Platinum,High School,27,1
Silver,Doctor,27,0
Silver,High School,19,4
Gold,High School,19,2
Platinum,High School,19,4
Platinum,High School,20,5
Gold,Doctor,18,5
Silver,Doctor,22,2
Unranked,High School,23,2
Silver,None,24,10
Platinum,High School,20,10
Gold,High School,23,5
Silver,High School,21,1
Diamond,High School,19,5
Bronze,High School,20,15
Bronze,High School,18,4
Gold,High School,18,13
Diamond,High School,20,0
Silver,High School,19,15
Gold,High School,18,2
Platinum,Bachelor,23,5
Gold,High School,18,3
Gold,Bachelor,25,3
Diamond,None,18,2
Platinum,High School,18,4
Silver,High School,20,4
Platinum,High School,19,5
Diamond,Bachelor,21,7
Bronze,High School,22,8
Platinum,High School,21,8
Diamond,High School,20,18
Platinum,Bachelor,21,6
Gold,Master,30,4
Diamond,None,18,5
Gold,High School,19,3
Platinum,High School,18,8
Gold,High School,19,0
Diamond,High School,19,1
Gold,High School,22,2
Gold,None,23,1
Gold,High School,18,10
Silver,None,18,21
Silver,High School,20,8
Diamond,High School,18,4
Platinum,Bachelor,25,1
Platinum,High School,20,5
Unranked,High School,18,6
Diamond,None,18,11
Unranked,High School,20,2
Bronze,Bachelor,28,3
Gold,High School,19,5
Unranked,High School,18,6
Silver,High School,20,8
Platinum,Bachelor,25,9
Gold,Master,26,1
Platinum,Bachelor,26,9
Silver,High School,18,3
Gold,None,18,1
Gold,None,18,2
Diamond,High School,18,11
Silver,High School,23,7
Diamond,High School,19,4
Platinum,High School,18,8
Gold,High School,22,6
Silver,High School,18,1
Diamond,None,18,13
Platinum,High School,18,9
Bronze,Bachelor,29,3
Gold,Bachelor,22,7
Silver,High School,27,0
Silver,High School,19,7
Platinum,High School,20,7
Diamond,Bachelor,21,2
Platinum,None,19,1
Gold,High School,28,5
Diamond,None,18,7
Gold,Master,20,0
Platinum,High School,24,15
Silver,None,18,13
Gold,Bachelor,27,1
Platinum,High School,21,6
Platinum,High School,19,13
Silver,Bachelor,18,11
Silver,High School,18,4
Silver,High School,22,7
Platinum,High School,22,4
Gold,High School,20,3
Silver,None,18,0
Platinum,High School,19,0
Gold,High School,21,6
Platinum,High School,28,7
Gold,High School,18,1
Gold,Bachelor,20,7
Gold,High School,19,0
Platinum,High School,18,3
Silver,Bachelor,22,4
Gold,None,18,3
Gold,Bachelor,19,8
Gold,Bachelor,26,10
Silver,High School,32,17
Platinum,Bachelor,25,4
Gold,High School,18,13
Gold,High School,22,8
Silver,Bachelor,20,5
Bronze,High School,22,2
Silver,High School,18,3
Gold,High School,20,3
Silver,High School,21,7
Diamond,Master,25,3
Diamond,Bachelor,20,6
Platinum,High School,20,3
Platinum,High School,21,10
Platinum,High School,22,3
Unranked,None,18,9
Platinum,High School,20,7
Unranked,Bachelor,24,2
Diamond,High School,22,11
Gold,High School,19,7
Gold,High School,20,7
Gold,High School,20,2
Unranked,High School,19,7
Platinum,High School,19,10
Unranked,High School,20,1
Platinum,High School,20,6
Gold,High School,19,3
Platinum,None,18,3
Gold,High School,18,12
Platinum,Bachelor,26,6
Diamond,None,18,14
Platinum,High School,19,2
Bronze,High School,23,17
Platinum,High School,18,5
Platinum,High School,19,5
Gold,Bachelor,24,1
Unranked,None,18,21
Platinum,High School,20,12
Diamond,High School,19,0
Silver,Bachelor,23,3
Platinum,Master,27,4
Diamond,High School,21,15
Platinum,High School,19,15
Gold,High School,20,3
Gold,High School,18,0
Platinum,High School,18,7
Gold,Bachelor,22,4
Platinum,Master,21,1
Gold,None,18,2
Platinum,Bachelor,21,12
Platinum,High School,20,2
Diamond,High School,20,5
Gold,High School,20,14
Silver,Bachelor,19,2
Platinum,Bachelor,25,1
Diamond,High School,19,6
Gold,Bachelor,27,1
Silver,None,18,6
Silver,High School,18,13
Gold,High School,20,0
Diamond,High School,22,6
Silver,High School,19,14
Gold,High School,18,12
Silver,High School,19,3
Gold,High School,19,5
Diamond,High School,20,1
Diamond,High School,18,7
Diamond,None,18,16
Diamond,High School,18,6
Diamond,High School,18,6
Gold,High School,22,2
Gold,Bachelor,19,0
Unranked,None,18,14
Platinum,High School,19,8
Platinum,Bachelor,23,1
Platinum,High School,18,4
Diamond,High School,19,17
Diamond,High School,18,4
Platinum,None,18,7
Silver,High School,20,10
Diamond,Bachelor,26,0
Silver,None,18,7
Platinum,High School,21,8
Silver,High School,19,1
Platinum,High School,19,3
Silver,High School,20,1
Gold,None,18,12
Silver,High School,19,10
Platinum,High School,22,1
Platinum,High School,18,11
Silver,High School,23,9
Diamond,None,18,8
Unranked,High School,18,10
Gold,Bachelor,28,2
Silver,High School,24,6
Gold,High School,20,3
Gold,High School,21,1
Gold,High School,20,4
Gold,High School,23,11
Silver,High School,23,0
Diamond,Doctor,39,13
Gold,High School,18,0
Silver,High School,24,3
Platinum,High School,23,10
Platinum,High School,21,1
Gold,High School,21,9
Silver,High School,18,3
Silver,High School,19,3
Bronze,High School,18,0
Silver,High School,18,9
Gold,High School,18,0
Platinum,High School,21,4
Silver,High School,24,7
Unranked,High School,26,16
Gold,Bachelor,25,5
Diamond,Bachelor,21,1
Gold,High School,19,3
Silver,High School,18,1
Gold,Master,21,15
Diamond,High School,19,1
Gold,High School,18,2
Gold,High School,20,1
Platinum,High School,20,5
Silver,High School,18,6
Platinum,None,18,3
Bronze,High School,18,4
Silver,High School,20,17
Silver,High School,18,2
Platinum,None,18,1
Diamond,High School,21,4
Platinum,High School,22,7
Gold,High School,21,2
Gold,None,18,8
Gold,High School,22,1
Gold,High School,19,3
Platinum,High School,19,7
Gold,High School,19,0
Platinum,Bachelor,21,1
Gold,None,18,16
Silver,Bachelor,24,3
Silver,High School,20,4
Platinum,High School,19,0
Unranked,Bachelor,22,8
Diamond,None,18,5
Bronze,High School,19,12
Silver,Master,23,0
Platinum,High School,18,4
Silver,Doctor,26,15
Silver,High School,19,5
Diamond,Master,18,6
Platinum,High School,19,14
Gold,None,22,14
Platinum,Bachelor,19,3
Diamond,Bachelor,20,4
Diamond,High School,20,3
Diamond,High School,23,2
Gold,High School,26,5
Platinum,High School,18,9
Bronze,High School,24,0
Platinum,High School,19,7
Gold,High School,18,9
Gold,Bachelor,24,4
Silver,Bachelor,24,18
Gold,High School,18,12
Silver,High School,19,1
Gold,Bachelor,22,8
Platinum,None,18,11
Gold,Doctor,22,4
Platinum,High School,19,1
Silver,High School,21,11
Platinum,High School,19,3
Gold,High School,19,5
Silver,Bachelor,24,4
Gold,High School,18,6
Gold,High School,18,0
Silver,None,18,2
Silver,High School,20,11
Gold,High School,22,2
Silver,High School,18,1
Silver,High School,19,1
Gold,Doctor,22,2
Gold,High School,19,6
Diamond,High School,19,16
Silver,Bachelor,27,2
Platinum,None,25,0
Diamond,High School,21,10
Platinum,High School,18,5
Bronze,Bachelor,31,3
Silver,High School,20,5
Gold,High School,22,6
Platinum,High School,18,3
Platinum,High School,18,8
Gold,Bachelor,21,3
Silver,High School,18,13
Gold,Bachelor,25,3
Diamond,High School,18,9
Gold,Bachelor,39,5
Gold,Bachelor,26,4
Silver,High School,18,4
Gold,Bachelor,26,6
Silver,Bachelor,28,8
Bronze,Bachelor,23,10
Bronze,High School,25,0
Platinum,High School,18,3
Gold,High School,18,1
Silver,Bachelor,21,14
Diamond,High School,21,0
Platinum,High School,20,15
Diamond,Bachelor,19,9
Platinum,High School,20,0
Bronze,High School,25,3
Bronze,None,18,4
Silver,Bachelor,20,13
Platinum,None,20,12
Silver,High School,28,1
Platinum,High School,20,2
Gold,None,18,0
Diamond,High School,20,6
Diamond,High School,21,4
Silver,Bachelor,21,5
Gold,Bachelor,22,8
Gold,High School,21,2
Gold,High School,20,5
Silver,High School,19,6
Platinum,High School,18,1
Diamond,High School,28,21
Bronze,None,18,4
Gold,High School,22,16
Gold,Bachelor,26,5
Bronze,High School,20,13
Silver,None,19,3
Bronze,Bachelor,22,10
Bronze,Bachelor,21,11
Platinum,High School,18,2
Diamond,High School,18,0
Bronze,High School,20,1
Diamond,High School,19,1
Silver,High School,18,13
Diamond,High School,19,4
Silver,High School,19,3
Silver,High School,20,3
Diamond,High School,19,0
Gold,Bachelor,26,9
Silver,None,18,8
Platinum,Bachelor,21,3
Silver,Master,23,6
Diamond,Bachelor,25,4
Gold,Master,22,2
Diamond,High School,18,1
Diamond,High School,18,5
Silver,High School,30,5
Silver,Doctor,24,18
Diamond,High School,18,7
Platinum,Bachelor,24,2
Diamond,High School,19,6
Platinum,High School,19,11
Silver,Bachelor,23,5
Platinum,High School,22,6
Silver,Bachelor,27,7
Gold,High School,21,2
Silver,None,18,1
Silver,High School,25,1
Gold,High School,21,4
Gold,High School,24,2
Gold,Bachelor,21,9
Silver,High School,18,20
Gold,High School,22,5
Silver,High School,18,13
Gold,High School,18,11
Diamond,High School,19,12
Platinum,High School,21,11
Gold,High School,18,5
Platinum,High School,18,4
Platinum,High School,26,6
Gold,High School,18,7
Platinum,High School,18,4
Silver,Bachelor,20,10
Gold,Master,27,0
Diamond,High School,23,5
Gold,High School,20,2
Silver,High School,21,3
Unranked,High School,19,3
Bronze,High School,19,8
Gold,High School,18,0
Gold,Bachelor,22,14
Bronze,High School,18,3
Gold,High School,18,5
Gold,High School,19,6
Platinum,Master,27,3
Gold,High School,20,0
Platinum,High School,20,12
Gold,High School,21,11
Gold,High School,18,1
Gold,High School,20,2
Silver,Bachelor,18,13
Diamond,Bachelor,20,2
Gold,High School,18,1
Silver,High School,25,2
Gold,High School,24,13
Gold,Doctor,29,2
Gold,High School,18,6
Platinum,High School,18,2
Diamond,High School,20,7
Bronze,High School,23,3
Gold,Bachelor,24,5
Gold,High School,24,5
Gold,None,18,0
Silver,Master,23,9
Diamond,Bachelor,23,3
Silver,Bachelor,21,1
Platinum,Bachelor,22,4
Gold,High School,18,1
Platinum,High School,18,10
Gold,High School,18,7
Gold,High School,18,13
Gold,High School,18,1
Diamond,Bachelor,18,3
Gold,High School,18,2
Gold,None,18,0
Silver,None,18,0
Gold,High School,18,0
Gold,Bachelor,23,21
Diamond,High School,24,2
Silver,High School,18,9
Silver,None,18,5
Gold,High School,19,9
Diamond,Bachelor,22,13
Platinum,High School,19,1
Gold,High School,18,6
Platinum,High School,22,10
Diamond,High School,19,5
Diamond,Bachelor,24,3
Diamond,High School,22,0
Silver,High School,21,2
Bronze,None,18,0
Silver,High School,20,1
Diamond,High School,22,8
Gold,Bachelor,26,4
Silver,High School,18,11
Unranked,None,18,11
Gold,Master,26,3
Gold,None,18,8
Silver,High School,18,1
Platinum,High School,19,2
Silver,High School,25,2
Gold,High School,20,0
Platinum,None,18,9
Platinum,Bachelor,21,1
Unranked,Bachelor,23,11
Bronze,High School,19,15
Unranked,None,18,1
Silver,High School,18,0
Silver,High School,22,6
Gold,High School,21,13
Gold,High School,20,3
Gold,High School,21,1
Gold,High School,20,13
Platinum,High School,20,9
Gold,High School,19,4
Silver,High School,19,11
Silver,High School,19,7
Silver,High School,22,1
Silver,High School,20,11
Platinum,High School,18,7
Silver,High School,19,7
Platinum,Bachelor,23,6
Silver,High School,21,10
Silver,Bachelor,25,2
Platinum,High School,19,12
Platinum,Bachelor,23,1
Gold,High School,19,2
Platinum,Bachelor,21,4
Platinum,Master,22,6
Bronze,High School,20,2
Gold,High School,21,8
Platinum,None,19,4
Silver,High School,21,5
Platinum,High School,20,3
Silver,High School,20,6
Silver,High School,19,2
Bronze,High School,27,3
Gold,Bachelor,24,7
Silver,Master,25,10
Gold,High School,18,6
Gold,High School,19,12
Gold,High School,20,1
Silver,High School,21,9
Unranked,High School,21,0
Platinum,High School,19,5
Silver,Master,23,20
Diamond,High School,20,10
Diamond,High School,21,12
Silver,High School,19,6
Silver,Bachelor,22,11
Gold,Bachelor,18,9
Gold,High School,27,4
Gold,High School,18,4
Platinum,High School,22,5
Platinum,Bachelor,23,1
Platinum,High School,19,11
Gold,Master,18,3
Platinum,High School,19,2
Bronze,High School,20,6
Diamond,Bachelor,19,3
Diamond,High School,18,2
Gold,High School,23,6
Silver,High School,21,4
Platinum,High School,19,10
Gold,High School,20,4
Silver,High School,21,0
Bronze,Bachelor,22,3
Silver,Bachelor,23,2
Silver,High School,20,11
Platinum,High School,21,18
Platinum,High School,19,8
Gold,High School,22,2
Gold,High School,18,9
Gold,High School,18,6
Silver,High School,21,4
Gold,Master,23,7
Diamond,Bachelor,23,2
Gold,None,22,5
Platinum,None,18,5
Unranked,High School,26,8
Diamond,Bachelor,26,4
Diamond,High School,21,2
Gold,High School,19,5
Silver,None,18,15
Platinum,High School,22,3
Platinum,High School,19,4
Gold,High School,19,0
Platinum,None,19,2
Gold,High School,20,7
Platinum,High School,19,1
Platinum,High School,18,1
Gold,High School,19,2
Diamond,High School,19,1
Gold,High School,20,1
Silver,None,18,7
Diamond,High School,19,9
Gold,High School,24,8
Platinum,Bachelor,23,2
Gold,High School,21,1
Silver,High School,19,3
Bronze,Bachelor,25,3
Gold,None,19,3
Diamond,None,25,5
Silver,High School,23,4
Platinum,High School,18,12
Silver,High School,19,5
Platinum,Bachelor,26,0
Platinum,High School,23,4
Gold,High School,22,5
Gold,Bachelor,28,1
Bronze,High School,21,0
Platinum,High School,18,2
Gold,Bachelor,18,4
Gold,Master,23,3
Diamond,High School,19,2
Platinum,High School,20,4
Gold,High School,18,2
Diamond,Bachelor,23,10
Silver,High School,18,7
Diamond,Master,20,11
Gold,High School,24,5
Platinum,High School,18,18
Unranked,High School,18,3
Platinum,High School,23,0
Silver,High School,18,0
Gold,Master,20,1
Gold,High School,20,0
Gold,Bachelor,22,7
Platinum,High School,19,0
Diamond,High School,24,3
Silver,Bachelor,22,4
Gold,Bachelor,25,3
Diamond,None,25,21
Silver,High School,23,13
Platinum,High School,20,15
Silver,High School,22,17
Diamond,None,19,8
Silver,High School,20,9
Silver,High School,19,1
Platinum,Bachelor,20,5
Gold,Bachelor,19,6
Diamond,High School,19,1
Diamond,High School,18,6
Gold,High School,21,3
Gold,None,18,9
Platinum,Master,24,4
Gold,High School,23,13
Platinum,High School,21,4
Gold,High School,19,0
Gold,High School,18,7
Diamond,High School,21,2
Platinum,High School,29,2
Diamond,Bachelor,20,1
Silver,None,18,5
Bronze,Bachelor,22,2
Gold,None,18,1
Unranked,High School,21,14
Diamond,Master,24,5
Gold,High School,19,6
Platinum,High School,18,13
Platinum,None,19,19
Diamond,High School,19,0
Gold,High School,20,3
Silver,High School,18,4
Platinum,High School,19,11
Gold,Bachelor,22,1
Diamond,High School,26,14
Platinum,High School,20,8
Gold,High School,32,1
Unranked,High School,18,1
Gold,High School,24,1
Platinum,High School,18,6
Platinum,High School,18,2
Diamond,High School,20,3
Silver,High School,19,7
Gold,High School,18,17
Silver,High School,20,1
Diamond,Bachelor,22,5
Silver,None,20,3
Platinum,High School,18,4
Platinum,High School,18,8
Platinum,Bachelor,22,5
Platinum,High School,18,4
Platinum,Master,30,4
Silver,High School,19,4
Platinum,High School,18,0
Gold,High School,22,1
Platinum,High School,21,4
Gold,High School,20,6
Gold,High School,21,13
Platinum,High School,18,2
Gold,Bachelor,27,1
Bronze,None,18,1
Silver,None,18,5
Gold,Bachelor,24,2
Silver,High School,22,5
Gold,High School,19,4
Silver,Bachelor,21,7
Diamond,High School,20,10
Gold,Bachelor,25,4
Platinum,None,18,10
Platinum,Bachelor,25,7
Silver,High School,24,11
Gold,None,18,5
Gold,None,18,12
Silver,None,19,1
Gold,Bachelor,23,6
Gold,Bachelor,18,7
Unranked,High School,18,3
Platinum,None,18,8
Silver,None,18,5
Gold,High School,21,2
Gold,High School,21,5
Platinum,Bachelor,21,4
Silver,High School,19,8
Platinum,High School,18,3
Gold,High School,19,2
Silver,High School,20,3
Platinum,High School,20,12
Platinum,High School,19,2
Gold,High School,23,4
Diamond,High School,18,1
Silver,Bachelor,27,1
Silver,High School,18,2
Platinum,Bachelor,23,1
Platinum,High School,18,6
Diamond,High School,19,7
Gold,High School,19,3
Gold,Bachelor,18,2
Platinum,High School,19,4
Platinum,High School,19,8
Diamond,Bachelor,21,8
Unranked,High School,19,8
Gold,High School,18,8
Unranked,Bachelor,23,3
Silver,High School,23,21
Platinum,Bachelor,28,0
Silver,Bachelor,23,0
Gold,High School,19,2
Gold,High School,19,7
